"H","Southeast Supply Header, LLC","C001203","07/01/2026","O","07/01/2026","T","T","ESTELA D. LOZANO 713-627-4522",""
"D","BOARDWALK CONTINUUM MARKETING, LLC","188779862","N","FTS","840312-R1","07/01/2026","07/31/2026","","Y","10000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","10000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","10000","",""
"D","NJR ENERGY SERVICES COMPANY, LLC","25715165","N","FTS","840265-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","SEMINOLE ELECTRIC COOPERATIVE, INC,","78332657","N","FTS","840258-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","SOUTHERN COMPANY SERVICES INC","75463174","N","FTS","840249-R1","04/01/2023","03/31/2033","","N","45000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","45000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","45000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","45000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","45000","",""
"D","SOUTHERN COMPANY SERVICES INC","75463174","N","FTS","840281-R1","10/01/2024","09/30/2034","","Y","195000","",""
"P","MQ","THEODORE PLANT - MOBILE GAS SERVICE","95","83103","SEH","35000","",""
"P","MQ","PLANT DANIEL, MISSISSIPPI POWER COM","95","83113","SEH","160000","",""
"D","SOUTHERN COMPANY SERVICES INC","75463174","N","FTS-1","840112-R2","10/01/2024","09/30/2034","","Y","25000","","L4"
"P","MQ","PLANT DANIEL, MISSISSIPPI POWER COM","95","83113","SEH","25000","",""
"D","SOUTHERN COMPANY SERVICES INC","75463174","N","FTS","840262-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","TAMPA ELECTRIC COMPANY","6924286","N","FTS","840260-R1","06/01/2023","05/31/2033","","N","6875","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","6875","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","6875","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","6875","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","6875","",""
"D","TAMPA ELECTRIC COMPANY","6924286","N","FTS","840243-R1","11/01/2022","10/31/2032","","N","68000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","68000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","68000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","68000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","68000","",""
"D","TAMPA ELECTRIC COMPANY","6924286","N","FTS","840003-R1","09/11/2018","09/10/2028","","Y","20000","","L2"
"P","M2","CPGT - DELHI (42" - CENTER POINT P/","95","83001","SEH","20000","",""
"P","M2","GULF SOUTH - DELHI","95","83003","SEH","20000","",""
"P","M2","COLUMBIA GULF - DELHI (DEL - 83104)","95","83004","SEH","20000","",""
"P","M2","ENERGY TRANSFER/TIGER PIPELINE, RIC","95","83014","SEH","20000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","20000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","20000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","20000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","20000","",""
"D","TOTALENERGIES GAS & POWER NORTH AMERICA, INC.","620059980","N","FTS","840311-R1","07/01/2026","07/31/2026","","Y","10000","",""
"P","MQ","TRANSCO - CODEN","95","83101","SEH","10000","",""
"P","MQ","FGT STA 44 (FGT AIRPORT ROAD) CODEN","95","83102","SEH","10000","",""
"P","MQ","FGT - LUCEDALE (REC - 83010)","95","83110","SEH","10000","",""
"P","MQ","GULFSTREAM - CODEN (REC - 83011)","95","83111","SEH","10000","",""
"F","2","Original contract effective date: 09/11/2008"
"F","3","Original contract effective date: 01/01/2012"
"F","4","Original contract effective date: 10/01/2014"
"F","5","Original contract effective date: 04/01/2022"
